MHT_NUM,MHT,UnitNum,length_m,width_m,tot_area_m2,rkm.up,Comments
RRPOMA_700,RRPOMA,700,57.3,50.3,2882.19,327.6133,
RRLSMA_701,RRLSMA,701,64.5,43,2773.5,327.556,
RRLSMA_702,RRLSMA,702,86,36,3096,327.4915,
RRPOMA_703,RRPOMA,703,121.8,57.3,6979.14,327.4055,
RRLSMA_704,RRLSMA,704,35.8,43,1539.4,327.2837,
RRPOMA_705,RRPOMA,705,93.1,21.6,2010.96,327.2479,
RRLSMA_706,RRLSMA,706,43,28.7,1234.1,327.1548,
RRMSMA_707,RRMSMA,707,64.5,36,2322,327.1118,
RRPOMA_708,RRPOMA,708,114.6,36,4125.6,327.0473,
RRLSMA_709,RRLSMA,709,100.3,50.3,5045.09,326.9327,top of split
SPISL17A_710,SPISL17a,710,100.3,,,326.8324,
RRPOMA_711,RRPOMA,711,128.9,43,5542.7,326.7321,confluence pool
RRLSMA_712,RRLSMA,712,100.3,43,4312.9,326.6032,top of split
SPISL18A_713,SPISL18a,713,229.2,,,326.5029,
RRLSMA_714,RRLSMA,714,35.8,36,1288.8,326.2737,confluence
RRPOMA_715,RRPOMA,715,86,28.7,2468.2,326.2379,
RRLSMA_716,RRLSMA,716,35.8,36,1288.8,326.1519,2510
RRPOMA_717,RRPOMA,717,150.4,50.3,7565.12,326.1161,
RRLSMA_718,RRLSMA,718,128.9,36,4640.4,325.9657,
RRPOMA_719,RRPOMA,719,171.9,64.6,11104.74,325.8368,
RRLSMA_720,RRLSMA,720,100.3,43,4312.9,325.6649,
RRLSMA_721,RRLSMA,721,86,78.9,6785.4,325.5646,split
SPISL19A_722,SPISL19a,722,222,,,325.4786,
RRPOMA_723,RRPOMA,723,35.8,28.7,1027.46,325.2566,confluence pool
RRMSMA_724,RRMSMA,724,35.8,28.7,1027.46,325.2208,
RRMSMA_725,RRMSMA,725,71.6,14.3,1023.88,325.185,dam
SESSMA_726,SESSMA,726,20.4,10.7,218.28,325.1134,End at Diversion Pool Tail; Copco Bypass
RRPOMA_727,RRPOMA,727,40.5,13.7,554.85,325.093,corner 
RRMSMA_728,RRMSMA,728,15.5,15.2,235.6,325.0525,w/steps 
SESSMA_729,SESSMA,729,4.9,13.7,67.13,325.037,
RRMSMA_730,RRMSMA,730,8.8,15.2,133.76,325.0321,w/steps 
SESSMA_731,SESSMA,731,26.5,16.8,445.2,325.0233,
SESSMA_732,SESSMA,732,10.1,12.2,123.22,324.9968,white-water chute 
SESSMA_733,SESSMA,733,18.6,12.2,226.92,324.9867,
SCISL14A_734,SCISL14a,734,37.8,,,324.9681,SCISL_14 ORIGINAL NUMBER
SESSMA_735,SESSMA,735,8.5,12.2,103.7,324.9303,
RRPOMA_736,RRPOMA,736,15.8,12.2,192.76,324.9218,pool-like 
SESSMA_737,SESSMA,737,9.4,12.2,114.68,324.906,
RRPOMA_738,RRPOMA,738,24.1,13.7,330.17,324.8966,plunge 
RRMSMA_739,RRMSMA,739,8.8,13.7,120.56,324.8725,w/steps 
RRPOMA_740,RRPOMA,740,20.1,13.7,275.37,324.8637,Pool-like/slow 
SESSMA_741,SESSMA,741,3.7,15.2,56.24,324.8436,Begin straight/narrow upper section of reach 
RRPOMA_742,RRPOMA,742,47.9,16.8,804.72,324.8399,
RRPOMA_743,RRPOMA,743,21.6,19.8,427.68,324.792,
RRLSMA_744,RRLSMA,744,6.7,18.3,122.61,324.7704,
RRPOMA_745,RRPOMA,745,18,12.2,219.6,324.7637,
SESSMA_746,SESSMA,746,7.6,12.2,92.72,324.7457,Chute - End bedrock steps 
RRPOMA_747,RRPOMA,747,11.9,12.2,145.18,324.7381,
SESSMA_748,SESSMA,748,6.1,12.2,74.42,324.7262,
SCISL15A_749,SCISL15a,749,17.7,,,324.7201,SCISL_13 ORIGINAL NUMBER
SESSMA_750,SESSMA,750,4.6,12.8,58.88,324.7024,Steps over bedrock - step-runs 
RRPOMA_751,RRPOMA,751,39,12.2,475.8,324.6978,Some pool/plunge @ top 
SESSMA_752,SESSMA,752,3,10.7,32.1,324.6588,Chute 
RRPOMA_753,RRPOMA,753,29.3,9.1,266.63,324.6558,
RRPOMA_754,RRPOMA,754,20.1,21.3,428.13,324.6265,Control break / pool and run; Chute RB + BW 
RRPOMA_755,RRPOMA,755,58.2,16.8,977.76,324.6064,Some pockets @ bottom 
RRLSMA_756,RRLSMA,756,21.9,18.3,400.77,324.5482,
SESSMA_757,SESSMA,757,31.1,16.8,522.48,324.5263,
RRPOMA_758,RRPOMA,758,12.8,19.8,253.44,324.4952,
SESSMA_759,SESSMA,759,24.1,16.8,404.88,324.4824,
RRPOMA_760,RRPOMA,760,27.1,16.8,455.28,324.4583,
SESSMA_761,SESSMA,761,13.1,16.8,220.08,324.4312,
SCISL16A_762,SCISL16a,762,75.6,,,324.4181,SCISL_12 ORIGINAL NUMBER
RRMSMA_763,RRMSMA,763,25.3,15.2,384.56,324.3425,Moderate gradient 
SESSMA_764,SESSMA,764,19.2,15.2,291.84,324.3172,
RRPOMA_765,RRPOMA,765,74.7,18.3,1367.01,324.298,
RRPOMA_766,RRPOMA,766,32.6,15.2,495.52,324.2233,Pool Tail 
RRLSMA_767,RRLSMA,767,13.1,15.2,199.12,324.1907,Alcove RB - leakage 
SESSMA_768,SESSMA,768,4.9,15.2,74.48,324.1776,
RRPOMA_769,RRPOMA,769,43.6,15.2,662.72,324.1727,Some pockets @ top 
RRMSMA_770,RRMSMA,770,12.5,12.2,152.5,324.1291,Moderate gradient Pow 
SESSMA_771,SESSMA,771,19.2,10.7,205.44,324.1166,
SCISL17A_772,SCISL17a,772,41.8,,,324.0974,SCISL_11 ORIGINAL #
RRMSMA_773,RRMSMA,773,4.9,13.7,67.13,324.0556,Step 
RRLSMA_774,RRLSMA,774,54.9,18.3,1004.67,324.0507,BW @ bottom 
SESSMA_775,SESSMA,775,14.9,24.4,363.56,323.9958,
RRLSMA_776,RRLSMA,776,21.9,24.4,534.36,323.9809,Side channel ends top of Unit 49
SCISL18A_777,SCISL18a,777,4,,,323.959,SCISL_10 ORIGINAL #
RRPOMA_778,RRPOMA,778,32.9,27.4,901.46,323.955,
SESSMA_779,SESSMA,779,19.2,16.8,322.56,323.9221,
SESSMA_780,SESSMA,780,37.8,15.2,574.56,323.9029,
RRPOMA_781,RRPOMA,781,9.1,15.2,138.32,323.8651,Multiple channels through bedrock 
SESSMA_782,SESSMA,782,12.8,6.1,78.08,323.856,Potential Low Flow Passage Impediment  INSERTED SC STARTS at top
RRPOMA_783,RRPOMA,783,25.3,18.3,462.99,323.8432,
SESSMA_784,SESSMA,784,4.3,15.2,65.36,323.8179,
RRPOMA_785,RRPOMA,785,14.6,16.8,245.28,323.8136,
SESSMA_786,SESSMA,786,7.6,18.3,139.08,323.799,
RRPOMA_787,RRPOMA,787,19.5,12.2,237.9,323.7914,
SESSMA_788,SESSMA,788,25,12.2,305,323.7719,
RRPOMA_789,RRPOMA,789,20.1,12.2,245.22,323.7469,Control break between pools 
RRPOMA_790,RRPOMA,790,146.3,12.2,1784.86,323.7268,Large Pool - Unique to Reach/ Bedrock Slope RB 
RRPOMA_791,RRPOMA,791,10.4,16.8,174.72,323.5805,
RRPOMA_792,RRPOMA,792,17.4,15.2,264.48,323.5701,
RRMSMA_793,RRMSMA,793,12.8,12.2,156.16,323.5527,
RRPOMA_794,RRPOMA,794,52.1,12.2,635.62,323.5399,Run @ tail ~100' 
SESSMA_795,SESSMA,795,4.3,10.7,46.01,323.4878,In Large bend in channel - Basalt cliffs LB 
RRMSMA_796,RRMSMA,796,8.8,15.2,133.76,323.4835,
SESSMA_797,SESSMA,797,2.7,15.2,41.04,323.4747,
RRMSMA_798,RRMSMA,798,16.2,18.3,296.46,323.472,
SESSMA_799,SESSMA,799,17.1,21.3,364.23,323.4558,some pow; run LB 
RRPOMA_800,RRPOMA,800,29.3,22.9,670.97,323.4387,Unit split by boulder bar w/ alders 
SESSMA_801,SESSMA,801,24.7,22.9,565.63,323.4094,Reset Start 
RRPOMA_802,RRPOMA,802,27.4,15.2,416.48,323.3847,Cliff overhang RB 
RRMSMA_803,RRMSMA,803,64.3,21.3,1369.59,323.3573,
SESSMA_804,SESSMA,804,29.6,24.4,722.24,323.293,
SCISL19A_805,SCISL19a,805,8.8,,,323.2634,SCISL_09 ORIGINAL #
SESSMA_806,SESSMA,806,5.2,30.5,158.6,323.2546,
RRPOMA_807,RRPOMA,807,18.9,30.5,576.45,323.2494,RC - HGR/MGR to 1301; LGR to 1389 
RRLSMA_808,RRLSMA,808,63.4,30.5,1933.7,323.2305,Mapped LC of Spine 
RRPOMA_809,RRPOMA,809,12.5,30.5,381.25,323.1671,Bedrock Spine/Split 1119-1389 
SESSMA_810,SESSMA,810,4.3,13.7,58.91,323.1546,
RRPOMA_811,RRPOMA,811,15.8,12.2,192.76,323.1503,
SESSMA_812,SESSMA,812,8.8,12.2,107.36,323.1345,
RRMSMA_813,RRMSMA,813,30.2,10.7,323.14,323.1257,Chute 
RRPOMA_814,RRPOMA,814,42.1,18.3,770.43,323.0955,6+ feet deep 
RRMSMA_815,RRMSMA,815,15.8,18.3,289.14,323.0534,
SESSMA_816,SESSMA,816,6.4,19.8,126.72,323.0376,
RRPOMA_817,RRPOMA,817,22.9,19.8,453.42,323.0312,
RRPOMA_818,RRPOMA,818,54.9,19.8,1087.02,323.0083,
RRPOMA_819,RRPOMA,819,22.9,21.3,487.77,322.9534,
SESSMA_820,SESSMA,820,17.4,18.3,318.42,322.9305,
RRPOMA_821,RRPOMA,821,43.6,18.3,797.88,322.9131,w/step 
SESSMA_822,SESSMA,822,10.4,18.3,190.32,322.8695,
RRPOMA_823,RRPOMA,823,19.5,16.8,327.6,322.8591,
SESSMA_824,SESSMA,824,13.7,13.7,187.69,322.8396,Same start as '02 mapping - Upstream of Copco 2 Powerhouse 
SESSMA_825,SESSMA,825,107.6,29,3120.4,322.8259,End of Iron Gate Resevior UPSTREAM
RRPOMA_826,RRPOMA,826,72.6,32.3,2344.98,322.7183,
RRMSMA_827,RRMSMA,827,108.8,51.8,5635.84,322.6457,
RRMSMA_828,RRMSMA,828,238,43,10234,322.5369,
RRPOMA_829,RRPOMA,829,35,39.6,1386,322.2989,
RRMSMA_830,RRMSMA,830,31.1,44.8,1393.28,322.2639,
RRPOMA_831,RRPOMA,831,34.5,41.8,1442.1,322.2328,Bridge at top
RRLSMA_832,RRLSMA,832,30,36.6,1098,322.1983,
RRPOMA_833,RRPOMA,833,33.9,39.6,1342.44,322.1683,
RRLSMA_834,RRLSMA,834,32.3,30.2,975.46,322.1344,
RRPOMA_835,RRPOMA,835,71.5,40.8,2917.2,322.1021,
SESSMA_836,SESSMA,836,50,36.6,1830,322.0306,LB trib mid unit
RRPOMA_837,RRPOMA,837,240.1,39.6,9507.96,321.9806,
RRLSMA_838,RRLSMA,838,72.2,100,7220,321.7405,
SESSMA_839,SESSMA,839,91.6,32.9,3013.64,321.6683,
RRPOMA_840,RRPOMA,840,66.2,26.5,1754.3,321.5767,Good pool
RRLSMA_841,RRLSMA,841,64.6,30.2,1950.92,321.5105,
SESSMA_842,SESSMA,842,122.3,32,3913.6,321.4459,
RRPOMA_843,RRPOMA,843,94,54.3,5104.2,321.3236,
RRLSMA_844,RRLSMA,844,45.4,36.6,1661.64,321.2296,
RRPOMA_845,RRPOMA,845,57.2,50,2860,321.1842,
RRMSMA_846,RRMSMA,846,213.7,40.5,8654.85,321.127,
SESSMA_847,SESSMA,847,201.5,32.6,6568.9,320.9133,
RRPOMA_848,RRPOMA,848,202.7,30.8,6243.16,320.7118,Left corner us
RRLSMA_849,RRLSMA,849,134.9,37.5,5058.75,320.5091,
SESSMA_850,SESSMA,850,61.4,22.9,1406.06,320.3742,Major diversion at top bad photo point
RRPOMA_851,RRPOMA,851,59.1,76.2,4503.42,320.3128,
SESSMA_852,SESSMA,852,157.1,28.3,4445.93,320.2537,
SESSMA_853,SESSMA,853,111.8,20.7,2314.26,320.0966,
RRPOMA_854,RRPOMA,854,49,35.1,1719.9,319.9848,Narrow
RRMSMA_855,RRMSMA,855,303.3,37.5,11373.75,319.9358,Narrow
RRMSMA_856,RRMSMA,856,130.2,26.8,3489.36,319.6325,
RRPOMA_857,RRPOMA,857,115.4,43.3,4996.82,319.5023,Slight Left us
RRLSMA_858,RRLSMA,858,155,48.8,7564,319.3869,
SESSMA_859,SESSMA,859,88,40.5,3564,319.2319,diag
RRPOMA_860,RRPOMA,860,72.3,36,2602.8,319.1439,right bend us
RRMSMA_861,RRMSMA,861,80.1,26.8,2146.68,319.0716,
RRLSMA_862,RRLSMA,862,252.7,45.4,11472.58,318.9915,
RRPOMA_863,RRPOMA,863,241.7,50.9,12302.53,318.7388,
RRLSSP_864,RRLSSP,864,60.8,21.3,1295.04,318.4971,
RRLSSP_865,RRLSSP,865,55.3,20.4,1128.12,318.4363,
SCISL20A_866,SCISL20a,866,260,,,318.381,SCISL_16 ORIGINAL #
RRPOMA_867,RRPOMA,867,59.7,18.6,1110.42,318.121,Small isl at top with tree
RRPOMA_868,RRPOMA,868,62.7,33.5,2100.45,318.0613,
RRMSMA_869,RRMSMA,869,106.3,50.3,5346.89,317.9986,Left corner us MC
RRPOMA_870,RRPOMA,870,93.2,52.7,4911.64,317.8923,Left corner us
RRMSMA_871,RRMSMA,871,93.6,42.4,3968.64,317.7991,
RRPOMA_872,RRPOMA,872,109.9,24.7,2714.53,317.7055,
RRLSMA_873,RRLSMA,873,121.4,41.1,4989.54,317.5956,
RRPOMA_874,RRPOMA,874,128.1,36.6,4688.46,317.4742,
SESSMA_875,SESSMA,875,232,43.3,10045.6,317.3461,
RRPOMA_876,RRPOMA,876,50.3,46.6,2343.98,317.1141,
SESSMA_877,SESSMA,877,70.2,37.5,2632.5,317.0638,Trib LB us top
RRPOMA_878,RRPOMA,878,141.9,51.2,7265.28,316.9936,
RRLSMA_879,RRLSMA,879,90.5,47.5,4298.75,316.8517,
RRPOMA_880,RRPOMA,880,138.4,48.2,6670.88,316.7612,Left corner us
SESSMA_881,SESSMA,881,61.5,42.7,2626.05,316.6228,
RRPOMA_882,RRPOMA,882,77.9,41.8,3256.22,316.5613,
SESSMA_883,SESSMA,883,45.4,62.2,2823.88,316.4834,
RRPOMA_884,RRPOMA,884,87.8,60.7,5329.46,316.438,
SESSMA_885,SESSMA,885,84.4,60.4,5097.76,316.3502,short
RRPOMA_886,RRPOMA,886,194.6,71,13816.6,316.2658,
RRLSMA_887,RRLSMA,887,36,72.5,2610,316.0712,
RRLSMA_888,RRLSMA,888,43,59.4,2554.2,316.0352,top of island
SCISL21A_889,SCISL21a,889,138.2,,,315.9922,SCISL_15 ORIGINAL #
RRLSMA_890,RRLSMA,890,172,53.9,9270.8,315.854,Bottom Isl MC
RRPOMA_891,RRPOMA,891,113,64,7232,315.682,
RRLSMA_892,RRLSMA,892,188.1,47.5,8934.75,315.569,
RRPOMA_893,RRPOMA,893,181.8,47.9,8708.22,315.3809,MC
SESSMA_894,SESSMA,894,87.7,29,2543.3,315.1991,
RRMSMA_895,RRMSMA,895,74.7,21.6,1613.52,315.1114,Narrow
RRLSMA_896,RRLSMA,896,267.8,57.3,15344.94,315.0367,
RRPOMA_897,RRPOMA,897,117,33.2,3884.4,314.7689,
RRPOMA_898,RRPOMA,898,48.3,45.4,2192.82,314.6519,corner
RRMSMA_899,RRMSMA,899,71.6,32,2291.2,314.6036,corner right bend us
SESSMA_900,SESSMA,900,73,49.1,3584.3,314.532,
RRPOMA_901,RRPOMA,901,128.7,43.6,5611.32,314.459,plunge
RRLSMA_902,RRLSMA,902,109.1,29.9,3262.09,314.3303,narrows
RRPOMA_903,RRPOMA,903,109.5,59.7,6537.15,314.2212,
RRLSMA_904,RRLSMA,904,17.9,71.3,1276.27,314.1117,
RRLSSP_905,RRLSSP,905,78,19.8,1544.4,314.0938,LB S/c us
RRMSMA_906,RRMSMA,906,71.6,31.1,2226.76,314.0158,Main Channel RB
RRLSMA_907,RRLSMA,907,119.5,43,5138.5,313.9442,
RRLSMA_908,RRLSMA,908,90.8,55.2,5012.16,313.8247,
RRLSMA_909,RRLSMA,909,75.9,25.3,1920.27,313.7339,Narrows MC
RRPOMA_910,RRPOMA,910,117.8,50,5890,313.658,
RRLSMA_911,RRLSMA,911,106,71.3,7557.8,313.5402,
RRLSMA_912,RRLSMA,912,115.5,39.6,4573.8,313.4342,right bend us
RRMSMA_913,RRMSMA,913,27.5,38.1,1047.75,313.3187,
RRMSMA_914,RRMSMA,914,26.7,39.6,1057.32,313.2912,This out of order in object ID Field
RRPOMA_915,RRPOMA,915,15.6,40.5,631.8,313.2645,This out of order in object ID Field
SESSMA_916,SESSMA,916,28.9,45.4,1312.06,313.2489,This out of order in object ID Field
RRPOMA_917,RRPOMA,917,29.9,51.2,1530.88,313.22,plunge
RRMSMA_918,RRMSMA,918,33.1,52.4,1734.44,313.1901,
RRPOMA_919,RRPOMA,919,60.7,66.8,4054.76,313.157,shallow
RRMSMA_920,RRMSMA,920,105.8,51.8,5480.44,313.0963,
RRPOMA_921,RRPOMA,921,121.7,42.7,5196.59,312.9905,slough RB
RRMSMA_922,RRMSMA,922,286.2,42.7,12220.74,312.8688,
RRLSMA_923,RRLSMA,923,130.9,53.3,6976.97,312.5826,LT bend us
RRPOMA_924,RRPOMA,924,63.9,44.2,2824.38,312.4517,Trench
RRPOMA_925,RRPOMA,925,77.6,42.7,3313.52,312.3878,shallow
RRLSMA_926,RRLSMA,926,60.9,42.7,2600.43,312.3102,
SESSMA_927,SESSMA,927,43.7,32.3,1411.51,312.2493,Narrow
RRMSMA_928,RRMSMA,928,140.5,33.2,4664.6,312.2056,
RRPOMA_929,RRPOMA,929,88.6,42.7,3783.22,312.0651,Large boulders turbulance pockets
RRMSMA_930,RRMSMA,930,74,40.5,2997,311.9765,Iron Gate Dam; first habitat unit starts here
RRLSMA_931,RRLSMA,931,289.6,32.6,9440.96,311.9025,M1 starts at hatchery bridge
RRPOMA_932,RRPOMA,932,210,43.3,9093,311.6129,Bogus Creek RB top; USGS 11516530 KLAMATH R BL IRON GATE DAM CA
RRMSMA_933,RRMSMA,933,193.6,32.9,6369.44,311.4029,
RRPOMA_934,RRPOMA,934,97.5,34.4,3354,311.2093,
RRPOMA_935,RRPOMA,935,142.6,50.6,7215.56,311.1118,
RRMSMA_936,RRMSMA,936,144.8,38.7,5603.76,310.9692,
RRLSMA_937,RRLSMA,937,52.7,37.2,1960.44,310.8244,
SESSMA_938,SESSMA,938,70.1,30.5,2138.05,310.7717,
RRPOMA_939,RRPOMA,939,283.2,36.9,10450.08,310.7016,
RRMSMA_940,RRMSMA,940,100.9,46,4641.4,310.4184,
RRPOMA_941,RRPOMA,941,278.3,36,10018.8,310.3175,
RRMSMA_942,RRMSMA,942,135.6,58.5,7932.6,310.0392,Bogus Trap
RRPOMA_943,RRPOMA,943,245.1,38.4,9411.84,309.9036,
RRMSMA_944,RRMSMA,944,152.1,32.9,5004.09,309.6585,
RRLSMA_945,RRLSMA,945,194.5,51.5,10016.75,309.5064,
RRPOMA_946,RRPOMA,946,69.2,40.2,2781.84,309.3119,
RRLSMA_947,RRLSMA,947,184.1,41.5,7640.15,309.2427,
RRMSMA_948,RRMSMA,948,129.2,63.4,8191.28,309.0586,
RRPOMA_949,RRPOMA,949,158.5,33.5,5309.75,308.9294,
RRMSMA_950,RRMSMA,950,78.3,59.4,4651.02,308.7709,
SCISL01_951,SCISL01,951,100.9,,,308.6926,
RRMSMA_952,RRMSMA,952,56.7,59.4,3367.98,308.5917,
RRPOMA_953,RRPOMA,953,386.5,37.5,14493.75,308.535,
RRLSMA_954,RRLSMA,954,264.3,55.2,14589.36,308.1485,
SPISL01_955,SPISL01,955,130.2,,,307.8842,
RRMSMA_956,RRMSMA,956,11.6,24.4,283.04,307.754,
RRLSMA_957,RRLSMA,957,318.5,50,15925,307.7424,
RRPOMA_958,RRPOMA,958,107.6,48.2,5186.32,307.4239,ramp at R-Ranch; Little Bogus Ck. at bottom
RRMSMA_959,RRMSMA,959,106.7,51.8,5527.06,307.3163,
RRLSMA_960,RRLSMA,960,198.1,38.7,7666.47,307.2096,
SPISL02_961,SPISL02,961,298.1,,,307.0115,
RRMSMA_962,RRMSMA,962,83.8,47.2,3955.36,306.7134,
RRPOMA_963,RRPOMA,963,239.3,33.5,8016.55,306.6296,
RRMSMA_964,RRMSMA,964,75.3,50.3,3787.59,306.3903,wooden foot bridge
RRLSMA_965,RRLSMA,965,119.2,46,5483.2,306.315,
RRMSMA_966,RRMSMA,966,149.4,40.2,6005.88,306.1958,
RRLSMA_967,RRLSMA,967,74.1,43.6,3230.76,306.0464,
RRPOMA_968,RRPOMA,968,118.9,62.8,7466.92,305.9723,
SPISL03_969,SPISL03,969,213.1,,,305.8534,
RRPOMA_970,RRPOMA,970,83.8,52.4,4391.12,305.6403,
RRLSMA_971,RRLSMA,971,139.3,53.3,7424.69,305.5565,
RRMSMA_972,RRMSMA,972,37.2,35.4,1316.88,305.4172,
SCISL02_973,SCISL02,973,143.6,,,305.38,
RRPOMA_974,RRPOMA,974,67.4,49.4,3329.56,305.2364,Green wood suspension bridge
RRLSMA_975,RRLSMA,975,199,49.7,9890.3,305.169,
RRMSMA_976,RRMSMA,976,123.1,66.1,8136.91,304.97,
RRLSMA_977,RRLSMA,977,372.8,51.2,19087.36,304.8469,
RRMSMA_978,RRMSMA,978,367.6,50.3,18490.28,304.4741,
RRPOMA_979,RRPOMA,979,48.8,38.1,1859.28,304.1065,Willow Creek
RRLSMA_980,RRLSMA,980,105.8,49.4,5226.52,304.0577,
RRPOMA_981,RRPOMA,981,79.2,40.5,3207.6,303.9519,
RRMSMA_982,RRMSMA,982,77.1,46.9,3615.99,303.8727,
RRLSMA_983,RRLSMA,983,122.2,61.3,7490.86,303.7956,
RRPOMA_984,RRPOMA,984,221,48.5,10718.5,303.6734,
SCISL03_985,SCISL03,985,290.8,,,303.4524,
RRLSMA_986,RRLSMA,986,230.1,69.5,15991.95,303.1616,
RRPOMA_987,RRPOMA,987,158.5,73.5,11649.75,302.9315,
RRLSMA_988,RRLSMA,988,22.3,82.9,1848.67,302.773,
SCISL04_989,SCISL04,989,94.5,,,302.7507,
RRMSMA_990,RRMSMA,990,177.1,45.4,8040.34,302.6562,
RRPOMA_991,RRPOMA,991,68.9,51.8,3569.02,302.4791,Copco-ager Bridge
RRMSMA_992,RRMSMA,992,75,45.4,3405,302.4102,
RRPOMA_993,RRPOMA,993,137.2,36.3,4980.36,302.3352,
SCISL05_994,SCISL05,994,706.8,,,302.198,
RRPOMA_995,RRPOMA,995,542.2,36.3,19681.86,301.4912,
RRLSMA_996,RRLSMA,996,164.6,67.4,11094.04,300.949,
RRLSMA_997,RRLSMA,997,29,37.8,1096.2,300.7844,
SCISL06_998,SCISL06,998,236.8,,,300.7554,
RRLSMA_999,RRLSMA,999,130.2,43.9,5715.78,300.5186,
RRMSMA_1000,RRMSMA,1000,64,45.1,2886.4,300.3884,railroad bridge at bottom
RRPOMA_1001,RRPOMA,1001,100.6,51.8,5211.08,300.3244,
RRLSMA_1002,RRLSMA,1002,1199.7,56.7,68022.99,300.2238,
SCISL07_1003,SCISL07,1003,109.4,,,299.0241,
RRPOMA_1004,RRPOMA,1004,424.9,52.4,22264.76,298.9147,cottonwood enters LB bottom
RRPOMA_1005,RRPOMA,1005,246.6,53.3,13143.78,298.4898,
SESSMA_1006,SESSMA,1006,118.9,37.8,4494.42,298.2432,
RRPOMA_1007,RRPOMA,1007,121.3,60.4,7326.52,298.1243,
RRLSMA_1008,RRLSMA,1008,96.3,69.5,6692.85,298.003,
SCISL08_1009,SCISL08,1009,368.8,,,297.9067,
RRLSMA_1010,RRLSMA,1010,141.7,49.7,7042.49,297.5379,trailer RB top;  SC exits at top; crusty old wood bridge and house at bottom
RRMSMA_1011,RRMSMA,1011,200.3,54.9,10996.47,297.3962,
BBLSMA_1012,BBLSMA,1012,448.7,42.4,19024.88,297.1959,
BBMSMA_1013,BBMSMA,1013,163.1,36.6,5969.46,296.7472,
BBLSMA_1014,BBLSMA,1014,336.5,47.2,15882.8,296.5841,
BBMSMA_1015,BBMSMA,1015,99.1,53.9,5341.49,296.2476,
BBPOMA_1016,BBPOMA,1016,149.4,43.6,6513.84,296.1485,
SESSMA_1017,SESSMA,1017,73.5,43,3160.5,295.9991,
BBMSMA_1018,BBMSMA,1018,125.3,39.3,4924.29,295.9256,
BBLSMA_1019,BBLSMA,1019,81.7,29.6,2418.32,295.8003,
BBPOMA_1020,BBPOMA,1020,234.1,29.9,6999.59,295.7186,
BBLSMA_1021,BBLSMA,1021,73.2,34.1,2496.12,295.4845,
BBPOMA_1022,BBPOMA,1022,195.1,27.4,5345.74,295.4113,
BBPOMA_1023,BBPOMA,1023,57,33.5,1909.5,295.2162,
BBLSMA_1024,BBLSMA,1024,182.3,36.3,6617.49,295.1592,
BBMSMA_1025,BBMSMA,1025,85.6,29.6,2533.76,294.9769,
BBLSMA_1026,BBLSMA,1026,117.3,36.9,4328.37,294.8913,
BBPOMA_1027,BBPOMA,1027,203.3,36.9,7501.77,294.774,Carson Ck. at top; tin shed; I5 Trap here
BBLSMA_1028,BBLSMA,1028,105.5,43.3,4568.15,294.5707,
BBLSMA_1029,BBLSMA,1029,103.3,43.9,4534.87,294.4652,
BBPOMA_1030,BBPOMA,1030,419.1,44.2,18524.22,294.3619,
RRLSMA_1031,RRLSMA,1031,151.8,62.5,9487.5,293.9428,
RRMSMA_1032,RRMSMA,1032,51.5,51.8,2667.7,293.791,I-5 bridge at bottom
SCISL09_1033,SCISL09,1033,236.8,,,293.7395,
RRMSMA_1034,RRMSMA,1034,72.8,36,2620.8,293.5027,rest area bridge @ bottom; dry s/c ends @ bridge
RRLSMA_1035,RRLSMA,1035,279.8,44.5,12451.1,293.4299,
RRPOMA_1036,RRPOMA,1036,217.9,54.9,11962.71,293.1501,
RRLSMA_1037,RRLSMA,1037,157.6,55.2,8699.52,292.9322,
RRMSMA_1038,RRMSMA,1038,131.1,51.8,6790.98,292.7746,
RRLSMA_1039,RRLSMA,1039,100.6,42.4,4265.44,292.6435,
RRPOMA_1040,RRPOMA,1040,185.6,35.1,6514.56,292.5429,
RRMSMA_1041,RRMSMA,1041,117.7,35.1,4131.27,292.3573,
RRLSMA_1042,RRLSMA,1042,55.8,35.1,1958.58,292.2396,
RRPOMA_1043,RRPOMA,1043,212.1,38.1,8081.01,292.1838,
RRLSMA_1044,RRLSMA,1044,242,46.9,11349.8,291.9717,
RRMSMA_1045,RRMSMA,1045,82.9,54.9,4551.21,291.7297,
RRLSMA_1046,RRLSMA,1046,156.1,51.8,8085.98,291.6468,
RRMSMA_1047,RRMSMA,1047,65.2,46.6,3038.32,291.4907,
RRLSMA_1048,RRLSMA,1048,103.3,47.2,4875.76,291.4255,
RRMSMA_1049,RRMSMA,1049,179.8,50,8990,291.3222,
SESSMA_1050,SESSMA,1050,132,42.1,5557.2,291.1424,
BBPOMA_1051,BBPOMA,1051,222.5,41.1,9144.75,291.0104,
SESSMA_1052,SESSMA,1052,120.1,28,3362.8,290.7879,
BBPOMA_1053,BBPOMA,1053,97.5,26.5,2583.75,290.6678,
BBPOMA_1054,BBPOMA,1054,249.3,30.8,7678.44,290.5703,
BBPOMA_1055,BBPOMA,1055,232.6,38.1,8862.06,290.321,
BBLSMA_1056,BBLSMA,1056,58.8,47.2,2775.36,290.0884,
BBPOMA_1057,BBPOMA,1057,95.4,42.1,4016.34,290.0296,
BBMSMA_1058,BBMSMA,1058,183.5,36.9,6771.15,289.9342,
BBPOMA_1059,BBPOMA,1059,149.4,33.8,5049.72,289.7507,took out LS (147) Shasta Bridge u/s of bottom
